AoA,CL,CD
-5.0,-0.4405,0.05893
-4.5,-0.432,0.0538
-4.0,-0.4103,0.04771
-3.5,-0.3271,0.02794
-3.0,-0.285,0.02444
-2.5,-0.2406,0.02203
-2.0,-0.1967,0.02024
-1.5,-0.1514,0.01857
-1.0,-0.0608,0.01599
-0.5,-0.0257,0.01664
0.0,0.0094,0.01742
0.5,0.071,0.01857
1.0,0.1642,0.01987
1.5,0.2517,0.02083
2.0,0.3306,0.02157
2.5,0.4173,0.02212
3.0,0.5193,0.02193
3.5,0.5894,0.02185
4.0,0.6739,0.02098
4.5,0.7525,0.01951
5.0,0.8114,0.01865
5.5,0.8599,0.01822
6.0,0.8944,0.01866
6.5,0.9093,0.0209
7.0,0.9254,0.02472
7.5,0.9571,0.02947
8.0,0.9971,0.0342
8.5,1.0362,0.04005
9.0,1.0616,0.0469
9.5,1.0606,0.05517
10.0,1.0404,0.06368
10.5,1.005,0.0715
11.0,0.9652,0.08041
12.0,0.8386,0.11828
12.5,0.8054,0.14413
13.0,0.8401,0.15717
13.5,0.7969,0.16273
14.0,0.8031,0.17043
14.5,0.848,0.18669
15.0,0.8152,0.18735
